"Timestamp","rainfall_in_mm","rain_station"
"Mar 2021",59.2,"Comiston"
"Apr 2021",11.6,"Comiston"
"May 2021",103.2,"Comiston"
"Jun 2021",38.2,"Comiston"
"Jul 2021",94.4,"Comiston"
"Aug 2021",69.8,"Comiston"
"Sep 2021",63.2,"Comiston"
"Oct 2021",135.6,"Comiston"
"Nov 2021",42.6,"Comiston"
"Dec 2021",71.8,"Comiston"
"Jan 2022",27.6,"Comiston"
"Feb 2022",141.6,"Comiston"
"Mar 2022",28.8,"Comiston"
"Apr 2022",30.8,"Comiston"
"May 2022",33.8,"Comiston"
"Jun 2022",26.8,"Comiston"
"Jul 2022",27.8,"Comiston"
"Aug 2022",55.6,"Comiston"
"Sep 2022",97,"Comiston"
"Oct 2022",97.4,"Comiston"
"Nov 2022",122.2,"Comiston"
"Dec 2022",111.2,"Comiston"
"Jan 2023",51.4,"Comiston"
"Feb 2023",39.8,"Comiston"
"Mar 2023",73.6,"Comiston"
"Apr 2023",35.2,"Comiston"
"May 2023",27.4,"Comiston"
"Jun 2023",66.8,"Comiston"
"Jul 2023",115.2,"Comiston"
"Aug 2023",63.6,"Comiston"
"Sep 2023",88.4,"Comiston"
"Oct 2023",150.2,"Comiston"
"Nov 2023",82,"Comiston"
"Dec 2023",122.6,"Comiston"
"Jan 2024",89.4,"Comiston"
"Feb 2024",62.2,"Comiston"
"Mar 2024",111.8,"Comiston"
"Apr 2024",116.4,"Comiston"
"May 2024",224.2,"Comiston"
"Jun 2024",28,"Comiston"
"Jul 2024",59.8,"Comiston"
"Aug 2024",56,"Comiston"
"Sep 2024",49.2,"Comiston"
"Oct 2024",64.4,"Comiston"
"Nov 2024",30,"Comiston"
"Dec 2024",71.4,"Comiston"
"Jan 2025",62.2,"Comiston"
"Feb 2025",35.2,"Comiston"
"Mar 2025",23.6,"Comiston"
"Apr 2025",0,"Comiston"
"May 2015",67.8,"Gogarbank"
"Jun 2015",43,"Gogarbank"
"Jul 2015",94,"Gogarbank"
"Aug 2015",37.8,"Gogarbank"
"Sep 2015",23.8,"Gogarbank"
"Oct 2015",22,"Gogarbank"
"Nov 2015",156.2,"Gogarbank"
"Dec 2015",182.6,"Gogarbank"
"Jan 2016",137.6,"Gogarbank"
"Feb 2016",72.6,"Gogarbank"
"Mar 2016",24.4,"Gogarbank"
"Apr 2016",58,"Gogarbank"
"May 2016",32,"Gogarbank"
"Jun 2016",74.6,"Gogarbank"
"Jul 2016",55.2,"Gogarbank"
"Aug 2016",46.8,"Gogarbank"
"Sep 2016",41.8,"Gogarbank"
"Oct 2016",38.6,"Gogarbank"
"Nov 2016",36.4,"Gogarbank"
"Dec 2016",58.4,"Gogarbank"
"Jan 2017",23.2,"Gogarbank"
"Feb 2017",66,"Gogarbank"
"Mar 2017",58.4,"Gogarbank"
"Apr 2017",3,"Gogarbank"
"May 2017",28,"Gogarbank"
"Jun 2017",169.2,"Gogarbank"
"Jul 2017",81.2,"Gogarbank"
"Aug 2017",73.4,"Gogarbank"
"Sep 2017",58.6,"Gogarbank"
"Oct 2017",50.4,"Gogarbank"
"Nov 2017",45.6,"Gogarbank"
"Dec 2017",59.6,"Gogarbank"
"Jan 2018",83.2,"Gogarbank"
"Feb 2018",37.8,"Gogarbank"
"Mar 2018",64.2,"Gogarbank"
"Apr 2018",67.4,"Gogarbank"
"May 2018",16,"Gogarbank"
"Jun 2018",54.6,"Gogarbank"
"Jul 2018",40.8,"Gogarbank"
"Aug 2018",53,"Gogarbank"
"Sep 2018",55,"Gogarbank"
"Oct 2018",32.8,"Gogarbank"
"Nov 2018",66.6,"Gogarbank"
"Dec 2018",38.4,"Gogarbank"
"Jan 2019",9,"Gogarbank"
"Feb 2019",19.4,"Gogarbank"
"Mar 2019",80,"Gogarbank"
"Apr 2019",37.6,"Gogarbank"
"May 2019",80,"Gogarbank"
"Jun 2019",113.2,"Gogarbank"
"Jul 2019",81.8,"Gogarbank"
"Aug 2019",141.2,"Gogarbank"
"Sep 2019",80.6,"Gogarbank"
"Oct 2019",94.8,"Gogarbank"
"Nov 2019",82,"Gogarbank"
"Dec 2019",69.6,"Gogarbank"
"Jan 2020",75.6,"Gogarbank"
"Feb 2020",180.4,"Gogarbank"
"Mar 2020",48.6,"Gogarbank"
"Apr 2020",4,"Gogarbank"
"May 2020",20.4,"Gogarbank"
"Jun 2020",68.6,"Gogarbank"
"Jul 2020",77.8,"Gogarbank"
"Aug 2020",150,"Gogarbank"
"Sep 2020",49.2,"Gogarbank"
"Oct 2020",104.6,"Gogarbank"
"Nov 2020",58.6,"Gogarbank"
"Dec 2020",121.6,"Gogarbank"
"Jan 2021",96.8,"Gogarbank"
"Feb 2021",67.4,"Gogarbank"
"Mar 2021",48,"Gogarbank"
"Apr 2021",5.2,"Gogarbank"
"May 2021",97.4,"Gogarbank"
"Jun 2021",22.6,"Gogarbank"
"Jul 2021",65.8,"Gogarbank"
"Aug 2021",97,"Gogarbank"
"Sep 2021",55,"Gogarbank"
"Oct 2021",114.8,"Gogarbank"
"Nov 2021",34.8,"Gogarbank"
"Dec 2021",59.6,"Gogarbank"
"Jan 2022",23.8,"Gogarbank"
"Feb 2022",121.4,"Gogarbank"
"Mar 2022",23.6,"Gogarbank"
"Apr 2022",24.4,"Gogarbank"
"May 2022",39.6,"Gogarbank"
"Jun 2022",33.6,"Gogarbank"
"Jul 2022",31.8,"Gogarbank"
"Aug 2022",59.8,"Gogarbank"
"Sep 2022",76.2,"Gogarbank"
"Oct 2022",88.8,"Gogarbank"
"Nov 2022",97.4,"Gogarbank"
"Dec 2022",98.8,"Gogarbank"
"Jan 2023",42.6,"Gogarbank"
"Feb 2023",33.2,"Gogarbank"
"Mar 2023",66,"Gogarbank"
"Apr 2023",30.2,"Gogarbank"
"May 2023",22.6,"Gogarbank"
"Jun 2023",58.8,"Gogarbank"
"Jul 2023",83.2,"Gogarbank"
"Aug 2023",34,"Gogarbank"
"Sep 2023",85,"Gogarbank"
"Oct 2023",116.4,"Gogarbank"
"Nov 2023",56.6,"Gogarbank"
"Dec 2023",103.8,"Gogarbank"
"Jan 2024",70.6,"Gogarbank"
"Feb 2024",52,"Gogarbank"
"Mar 2024",89.8,"Gogarbank"
"Apr 2024",91.4,"Gogarbank"
"May 2024",137.8,"Gogarbank"
"Jun 2024",31,"Gogarbank"
"Jul 2024",48,"Gogarbank"
"Aug 2024",62.2,"Gogarbank"
"Sep 2024",54.6,"Gogarbank"
"Oct 2024",57.4,"Gogarbank"
"Nov 2024",23.2,"Gogarbank"
"Dec 2024",70,"Gogarbank"
"Jan 2025",56.2,"Gogarbank"
"Feb 2025",31.8,"Gogarbank"
"Mar 2025",23.8,"Gogarbank"
"Apr 2025",0,"Gogarbank"
"May 2015",60.4,"Harelaw"
"Jun 2015",29.2,"Harelaw"
"Jul 2015",95.2,"Harelaw"
"Aug 2015",42.8,"Harelaw"
"Sep 2015",28.6,"Harelaw"
"Oct 2015",23.2,"Harelaw"
"Nov 2015",140,"Harelaw"
"Dec 2015",172,"Harelaw"
"Jan 2016",91.8,"Harelaw"
"Feb 2016",53.8,"Harelaw"
"Mar 2016",22.8,"Harelaw"
"Apr 2016",68.8,"Harelaw"
"May 2016",31,"Harelaw"
"Jun 2016",89.4,"Harelaw"
"Jul 2016",51.8,"Harelaw"
"Aug 2016",33.8,"Harelaw"
"Sep 2016",31.8,"Harelaw"
"Oct 2016",28.2,"Harelaw"
"Nov 2016",50.2,"Harelaw"
"Dec 2016",54,"Harelaw"
"Jan 2017",22,"Harelaw"
"Feb 2017",49.2,"Harelaw"
"Mar 2017",38.6,"Harelaw"
"Apr 2017",5.2,"Harelaw"
"May 2017",25.2,"Harelaw"
"Jun 2017",184.8,"Harelaw"
"Jul 2017",80.4,"Harelaw"
"Aug 2017",65.4,"Harelaw"
"Sep 2017",70.2,"Harelaw"
"Oct 2017",47.6,"Harelaw"
"Nov 2017",40.6,"Harelaw"
"Dec 2017",45.8,"Harelaw"
"Jan 2018",63.4,"Harelaw"
"Feb 2018",32.4,"Harelaw"
"Mar 2018",49.8,"Harelaw"
"Apr 2018",71.6,"Harelaw"
"May 2018",20.2,"Harelaw"
"Jun 2018",57.8,"Harelaw"
"Jul 2018",25.2,"Harelaw"
"Aug 2018",60.4,"Harelaw"
"Sep 2018",51.4,"Harelaw"
"Oct 2018",32.6,"Harelaw"
"Nov 2018",52.2,"Harelaw"
"Dec 2018",27.2,"Harelaw"
"Jan 2019",9.8,"Harelaw"
"Feb 2019",13.6,"Harelaw"
"Mar 2019",71.2,"Harelaw"
"Apr 2019",38.2,"Harelaw"
"May 2019",73,"Harelaw"
"Jun 2019",95,"Harelaw"
"Jul 2019",95.6,"Harelaw"
"Aug 2019",86.2,"Harelaw"
"Sep 2019",74.8,"Harelaw"
"Oct 2019",90.8,"Harelaw"
"Nov 2019",81.6,"Harelaw"
"Dec 2019",46,"Harelaw"
"Jan 2020",57.4,"Harelaw"
"Feb 2020",142,"Harelaw"
"Mar 2020",37.6,"Harelaw"
"Apr 2020",1.8,"Harelaw"
"May 2020",20.8,"Harelaw"
"Jun 2020",57.8,"Harelaw"
"Jul 2020",72.4,"Harelaw"
"Aug 2020",116.8,"Harelaw"
"Sep 2020",40.6,"Harelaw"
"Oct 2020",107.4,"Harelaw"
"Nov 2020",34.8,"Harelaw"
"Dec 2020",107,"Harelaw"
"Jan 2021",109,"Harelaw"
"Feb 2021",36.6,"Harelaw"
"Mar 2021",39,"Harelaw"
"Apr 2021",10,"Harelaw"
"May 2021",83.8,"Harelaw"
"Jun 2021",26.8,"Harelaw"
"Jul 2021",80.2,"Harelaw"
"Aug 2021",50.8,"Harelaw"
"Sep 2021",51.6,"Harelaw"
"Oct 2021",123.6,"Harelaw"
"Nov 2021",37.6,"Harelaw"
"Dec 2021",62.8,"Harelaw"
"Jan 2022",22.4,"Harelaw"
"Feb 2022",110.3,"Harelaw"
"Mar 2022",27.2,"Harelaw"
"Apr 2022",31.4,"Harelaw"
"May 2022",29.8,"Harelaw"
"Jun 2022",20.8,"Harelaw"
"Jul 2022",27.6,"Harelaw"
"Aug 2022",37.8,"Harelaw"
"Sep 2022",93.4,"Harelaw"
"Oct 2022",75.2,"Harelaw"
"Nov 2022",92.4,"Harelaw"
"Dec 2022",87.4,"Harelaw"
"Jan 2023",36.4,"Harelaw"
"Feb 2023",33.4,"Harelaw"
"Mar 2023",54,"Harelaw"
"Apr 2023",25.6,"Harelaw"
"May 2023",20.4,"Harelaw"
"Jun 2023",46.8,"Harelaw"
"Jul 2023",72.6,"Harelaw"
"Aug 2023",30.2,"Harelaw"
"Sep 2023",69.8,"Harelaw"
"Oct 2023",121.8,"Harelaw"
"Nov 2023",70.8,"Harelaw"
"Dec 2023",97.8,"Harelaw"
"Jan 2024",71.2,"Harelaw"
"Feb 2024",44.2,"Harelaw"
"Mar 2024",81.8,"Harelaw"
"Apr 2024",90.8,"Harelaw"
"May 2024",149.2,"Harelaw"
"Jun 2024",35.2,"Harelaw"
"Jul 2024",47,"Harelaw"
"Aug 2024",56.2,"Harelaw"
"Sep 2024",42.6,"Harelaw"
"Oct 2024",64,"Harelaw"
"Nov 2024",25.6,"Harelaw"
"Dec 2024",58,"Harelaw"
"Jan 2025",53.8,"Harelaw"
"Feb 2025",25.6,"Harelaw"
"Mar 2025",17.2,"Harelaw"
"Apr 2025",0,"Harelaw"
"Jan 2016",14.4,"MurrayBurn"
"Feb 2016",70.4,"MurrayBurn"
"Mar 2016",29.2,"MurrayBurn"
"Apr 2016",69.8,"MurrayBurn"
"May 2016",35.6,"MurrayBurn"
"Jun 2016",107.2,"MurrayBurn"
"Jul 2016",61.4,"MurrayBurn"
"Aug 2016",52,"MurrayBurn"
"Sep 2016",48.8,"MurrayBurn"
"Oct 2016",37,"MurrayBurn"
"Nov 2016",42.8,"MurrayBurn"
"Dec 2016",57.6,"MurrayBurn"
"Jan 2017",23.6,"MurrayBurn"
"Feb 2017",72,"MurrayBurn"
"Mar 2017",65.2,"MurrayBurn"
"Apr 2017",3.8,"MurrayBurn"
"May 2017",32.2,"MurrayBurn"
"Jun 2017",183.8,"MurrayBurn"
"Jul 2017",73.8,"MurrayBurn"
"Aug 2017",73.4,"MurrayBurn"
"Sep 2017",61.6,"MurrayBurn"
"Oct 2017",54,"MurrayBurn"
"Nov 2017",45,"MurrayBurn"
"Dec 2017",58.2,"MurrayBurn"
"Jan 2018",83,"MurrayBurn"
"Feb 2018",36,"MurrayBurn"
"Mar 2018",74,"MurrayBurn"
"Apr 2018",89,"MurrayBurn"
"May 2018",17.8,"MurrayBurn"
"Jun 2018",55.6,"MurrayBurn"
"Jul 2018",44.4,"MurrayBurn"
"Aug 2018",67.2,"MurrayBurn"
"Sep 2018",54.2,"MurrayBurn"
"Oct 2018",32.4,"MurrayBurn"
"Nov 2018",74.8,"MurrayBurn"
"Dec 2018",36,"MurrayBurn"
"Jan 2019",8,"MurrayBurn"
"Feb 2019",24.2,"MurrayBurn"
"Mar 2019",88,"MurrayBurn"
"Apr 2019",50.8,"MurrayBurn"
"May 2019",90.4,"MurrayBurn"
"Jun 2019",160.6,"MurrayBurn"
"Jul 2019",90.6,"MurrayBurn"
"Aug 2019",140,"MurrayBurn"
"Sep 2019",88.8,"MurrayBurn"
"Oct 2019",112.6,"MurrayBurn"
"Nov 2019",91.2,"MurrayBurn"
"Dec 2019",57.6,"MurrayBurn"
"Jan 2020",71.2,"MurrayBurn"
"Feb 2020",158.2,"MurrayBurn"
"Mar 2020",46.8,"MurrayBurn"
"Apr 2020",5,"MurrayBurn"
"May 2020",22.8,"MurrayBurn"
"Jun 2020",72,"MurrayBurn"
"Jul 2020",81,"MurrayBurn"
"Aug 2020",142.8,"MurrayBurn"
"Sep 2020",45,"MurrayBurn"
"Oct 2020",107.4,"MurrayBurn"
"Nov 2020",52.6,"MurrayBurn"
"Dec 2020",145,"MurrayBurn"
"Jan 2021",104.4,"MurrayBurn"
"Feb 2021",73.8,"MurrayBurn"
"Mar 2021",54.2,"MurrayBurn"
"Apr 2021",4.8,"MurrayBurn"
"May 2021",115,"MurrayBurn"
"Jun 2021",24.8,"MurrayBurn"
"Jul 2021",78.4,"MurrayBurn"
"Aug 2021",89.6,"MurrayBurn"
"Sep 2021",54.8,"MurrayBurn"
"Oct 2021",131,"MurrayBurn"
"Nov 2021",38.2,"MurrayBurn"
"Dec 2021",70,"MurrayBurn"
"Jan 2022",21.2,"MurrayBurn"
"Feb 2022",113.4,"MurrayBurn"
"Mar 2022",23.4,"MurrayBurn"
"Apr 2022",24.6,"MurrayBurn"
"May 2022",36.6,"MurrayBurn"
"Jun 2022",36,"MurrayBurn"
"Jul 2022",32.2,"MurrayBurn"
"Aug 2022",58.6,"MurrayBurn"
"Sep 2022",94.8,"MurrayBurn"
"Oct 2022",95.4,"MurrayBurn"
"Nov 2022",113.4,"MurrayBurn"
"Dec 2022",106.8,"MurrayBurn"
"Jan 2023",40.8,"MurrayBurn"
"Feb 2023",35.4,"MurrayBurn"
"Mar 2023",66,"MurrayBurn"
"Apr 2023",34.4,"MurrayBurn"
"May 2023",22.2,"MurrayBurn"
"Jun 2023",60,"MurrayBurn"
"Jul 2023",88.4,"MurrayBurn"
"Aug 2023",47.4,"MurrayBurn"
"Sep 2023",92.2,"MurrayBurn"
"Oct 2023",154.8,"MurrayBurn"
"Nov 2023",68.8,"MurrayBurn"
"Dec 2023",121.2,"MurrayBurn"
"Jan 2024",74.2,"MurrayBurn"
"Feb 2024",57.6,"MurrayBurn"
"Mar 2024",113,"MurrayBurn"
"Apr 2024",127.2,"MurrayBurn"
"May 2024",197.6,"MurrayBurn"
"Jun 2024",33.6,"MurrayBurn"
"Jul 2024",60.5,"MurrayBurn"
"Aug 2024",61.4,"MurrayBurn"
"Sep 2024",64.2,"MurrayBurn"
"Oct 2024",71,"MurrayBurn"
"Nov 2024",29.2,"MurrayBurn"
"Dec 2024",77.7,"MurrayBurn"
"Jan 2025",40.8,"MurrayBurn"
"Feb 2025",38.8,"MurrayBurn"
"Mar 2025",26,"MurrayBurn"
"Apr 2025",0,"MurrayBurn"
"May 2015",47.4,"RBGE"
"Jun 2015",0,"RBGE"
"Jul 2015",96.6,"RBGE"
"Aug 2015",8.8,"RBGE"
"Sep 2015",4,"RBGE"
"Oct 2015",23.2,"RBGE"
"Nov 2015",152,"RBGE"
"Dec 2015",121,"RBGE"
"Jan 2016",73.6,"RBGE"
"Feb 2016",0,"RBGE"
"Mar 2016",0,"RBGE"
"Apr 2016",43,"RBGE"
"May 2016",13.8,"RBGE"
"Jun 2016",12,"RBGE"
"Jul 2016",65.4,"RBGE"
"Aug 2016",44.2,"RBGE"
"Sep 2016",15.8,"RBGE"
"Oct 2016",45.6,"RBGE"
"Nov 2016",60.2,"RBGE"
"Dec 2016",74.8,"RBGE"
"Jan 2017",25.6,"RBGE"
"Feb 2017",62.4,"RBGE"
"Mar 2017",47.4,"RBGE"
"Apr 2017",4,"RBGE"
"May 2017",28.6,"RBGE"
"Jun 2017",180.8,"RBGE"
"Jul 2017",69.4,"RBGE"
"Aug 2017",0,"RBGE"
"Sep 2017",0,"RBGE"
"Oct 2017",0,"RBGE"
"Nov 2017",36.4,"RBGE"
"Dec 2017",47.4,"RBGE"
"Jan 2018",66.2,"RBGE"
"Feb 2018",29.8,"RBGE"
"Mar 2018",74.6,"RBGE"
"Apr 2018",66.6,"RBGE"
"May 2018",16.4,"RBGE"
"Jun 2018",50.4,"RBGE"
"Jul 2018",31.8,"RBGE"
"Aug 2018",69.2,"RBGE"
"Sep 2018",47.4,"RBGE"
"Oct 2018",29.8,"RBGE"
"Nov 2018",57.6,"RBGE"
"Dec 2018",31.2,"RBGE"
"Jan 2019",11.4,"RBGE"
"Feb 2019",17.2,"RBGE"
"Mar 2019",73,"RBGE"
"Apr 2019",16.2,"RBGE"
"May 2019",71.8,"RBGE"
"Jun 2019",77.2,"RBGE"
"Jul 2019",99.8,"RBGE"
"Aug 2019",137.4,"RBGE"
"Sep 2019",78.4,"RBGE"
"Oct 2019",105.8,"RBGE"
"Nov 2019",74.2,"RBGE"
"Dec 2019",49,"RBGE"
"Jan 2020",67.6,"RBGE"
"Feb 2020",147.4,"RBGE"
"Mar 2020",40.2,"RBGE"
"Apr 2020",4.2,"RBGE"
"May 2020",18.2,"RBGE"
"Jun 2020",65.8,"RBGE"
"Jul 2020",75.4,"RBGE"
"Aug 2020",145,"RBGE"
"Sep 2020",43.8,"RBGE"
"Oct 2020",103.6,"RBGE"
"Nov 2020",48.4,"RBGE"
"Dec 2020",104.4,"RBGE"
"Jan 2021",108,"RBGE"
"Feb 2021",53.4,"RBGE"
"Mar 2021",36,"RBGE"
"Apr 2021",4.4,"RBGE"
"May 2021",89.4,"RBGE"
"Jun 2021",29.2,"RBGE"
"Jul 2021",108.2,"RBGE"
"Aug 2021",53.2,"RBGE"
"Sep 2021",56,"RBGE"
"Oct 2021",128.8,"RBGE"
"Nov 2021",34.8,"RBGE"
"Dec 2021",64,"RBGE"
"Jan 2022",18,"RBGE"
"Feb 2022",95.6,"RBGE"
"Mar 2022",24.8,"RBGE"
"Apr 2022",26,"RBGE"
"May 2022",30.8,"RBGE"
"Jun 2022",22.6,"RBGE"
"Jul 2022",28,"RBGE"
"Aug 2022",60.6,"RBGE"
"Sep 2022",75,"RBGE"
"Oct 2022",82.2,"RBGE"
"Nov 2022",98,"RBGE"
"Dec 2022",81.8,"RBGE"
"Jan 2023",35.4,"RBGE"
"Feb 2023",32,"RBGE"
"Mar 2023",69.8,"RBGE"
"Apr 2023",31.4,"RBGE"
"May 2023",27.8,"RBGE"
"Jun 2023",69.2,"RBGE"
"Jul 2023",97.4,"RBGE"
"Aug 2023",35.2,"RBGE"
"Sep 2023",83.4,"RBGE"
"Oct 2023",122,"RBGE"
"Nov 2023",60.8,"RBGE"
"Dec 2023",98.2,"RBGE"
"Jan 2024",55.4,"RBGE"
"Feb 2024",44.8,"RBGE"
"Mar 2024",84,"RBGE"
"Apr 2024",82.8,"RBGE"
"May 2024",153,"RBGE"
"Jun 2024",52.8,"RBGE"
"Jul 2024",47.2,"RBGE"
"Aug 2024",52.6,"RBGE"
"Sep 2024",44.6,"RBGE"
"Oct 2024",54.4,"RBGE"
"Nov 2024",23.8,"RBGE"
"Dec 2024",60.4,"RBGE"
"Jan 2025",47.2,"RBGE"
"Feb 2025",30.2,"RBGE"
"Mar 2025",22,"RBGE"
"Apr 2025",0,"RBGE"
